scheme_slug,scheme_name,faq_number,question,answer
vbsy,Varishtha Bunkar Samman Yojana,6,Must a weaver be affiliated with any particular organization to be eligible for this financial assistance?,"Yes, the weaver must be an active member of a primary weaver cooperative society that is affiliated with the Chhattisgarh State Handloom Union, Raipur. This affiliation is a mandatory eligibility criterion."
vbsy,Varishtha Bunkar Samman Yojana,7,What production criterion must be met by weavers to qualify for this financial honor in their district?,The weaver must have produced the maximum amount of cloth in their district compared to other senior weavers. This production volume is a key criterion for selection under the scheme.
vbsy,Varishtha Bunkar Samman Yojana,8,What is the required form number for submitting an application for this weaver honor program?,"Applicants must submit their application in Form-1, which is the prescribed format for this scheme. This form contains fields for all necessary information about the weaver and their production details."
vbsy,Varishtha Bunkar Samman Yojana,9,What type of photograph needs to be attached with the application form for this senior weaver program?,A passport size photograph of the applicant must be attached with the application form. This is one of the required documents that must accompany the completed application.
vbsy,Varishtha Bunkar Samman Yojana,10,Who verifies the membership status of applicants under this weaver honor scheme?,"The Primary Weaver Cooperative Society verifies the applicant's membership status, including their membership number and confirmation that they are an active member of the society."
vbsy,Varishtha Bunkar Samman Yojana,11,What production details must be provided by applicants in the application for this financial assistance?,"Applicants must provide their production details for the last year, including the number of pieces/meters of cloth produced and the total weaving wages earned during that period."
vbsy,Varishtha Bunkar Samman Yojana,12,Can weavers who have defaulted on their obligations with the cooperative society apply for this honor?,"No, weavers who are defaulters with the society are not eligible. The Primary Weaver Cooperative Society must certify that the applicant is not a defaulter as part of the verification process."
vbsy,Varishtha Bunkar Samman Yojana,13,Who is responsible for forwarding the weaver's application to the State Handloom Union?,The Primary Weaver Cooperative Society is responsible for forwarding the proposal to the Chhattisgarh State Handloom Union through the District Handloom Office. This is part of the application process.
vbsy,Varishtha Bunkar Samman Yojana,14,Which official makes the final recommendation for weavers to be honored under this scheme?,The Deputy/Assistant Director of the District Handloom Office makes the recommendation for the weaver to be honored in the Union's Best Weaver Honor Ceremony. This recommendation is part of the approval process.
vcf-sc,Venture Capital Fund for Scheduled Castes,1,What specific type of legal entity must my business be incorporated as in order to be considered eligible for the financial assistance offered under this fund?,Only a Private Limited Company or a Public Limited Company is eligible for receiving finance under this fund.
vcf-sc,Venture Capital Fund for Scheduled Castes,2,"If my company is applying for financial assistance exceeding ₹50,00,000/-, how long must the mandated minimum 51% Scheduled Caste shareholding have been continuously in place?","For assistance exceeding ₹50,00,000/-, the company must have maintained at least 51% shareholding by Scheduled Caste entrepreneurs with management control for the preceding 12 months."
vcf-sc,Venture Capital Fund for Scheduled Castes,3,"If the project involves securing a Government subsidy from a central or state department, which mandatory document must be submitted as proof of this arrangement?","If a Government subsidy is available, the sanction letter from the relevant department of the Government of India needs to be submitted along with the proposal."
vcf-sc,Venture Capital Fund for Scheduled Castes,4,"If my establishment is currently structured as a Proprietorship Firm or a Limited Liability Partnership, can I still apply directly for the financial assistance available?","No, Proprietary Firms or Limited Liability Partnerships (LLP) are not eligible for direct financing. They must convert into a Private Limited or Public Limited Company prior to receiving assistance under the fund."
vcf-sc,Venture Capital Fund for Scheduled Castes,5,What crucial documentary proof related to the entrepreneur’s background must be mandatorily provided when submitting the initial proposal application for the fund?,The entrepreneur must submit documentary proofs of belonging to the Scheduled Caste category at the specific time of submitting the proposals. E-documents (electronic documents) are also accepted.
vcf-sc,Venture Capital Fund for Scheduled Castes,6,"Is this specific pool of concessional finance exclusively intended for entrepreneurs belonging to the Scheduled Castes, or are other social categories also eligible?","Entrepreneurs belonging only to the Scheduled Castes are eligible for assistance under this fund. Entrepreneurs from Scheduled Tribes, Other Backward Classes, or the General category are not eligible."
vcf-sc,Venture Capital Fund for Scheduled Castes,7,"Once financial assistance has been sanctioned and disbursed to my company, is there a mandatory requirement regarding the continuity of the Scheduled Caste shareholding structure?","Yes, the aggregate shareholding of Scheduled Caste shareholders must be maintained at a minimum of 51% of the total shareholding of the company throughout the entire period the assistance remains in the company."
vcf-sc,Venture Capital Fund for Scheduled Castes,8,What are the special ownership and managerial requirements for a company to be officially designated and considered as being owned by a Scheduled Caste woman entrepreneur?,"The Scheduled Caste woman entrepreneur should hold at least 51% of the shareholding in the company. Additionally, she must also serve as the Managing Director of the Company."
vcf-sc,Venture Capital Fund for Scheduled Castes,9,"If I have partners who are not from the target population, what is the minimum aggregate shareholding requirement that Scheduled Caste promoters must collectively maintain in the company?",The aggregate shareholding of Scheduled Caste shareholders must be at least 51% of the total shareholding of the company. This group must also maintain management control of the company.
vcf-sc,Venture Capital Fund for Scheduled Castes,10,What criteria apply if I have a technology-oriented innovative project that is currently receiving support from various recognized national incubation centers?,"The innovative project must be supported by incubation centers at Indian Institutes of Technology (IITs), National Institutes of Technology (NITs), Premier Business Schools, or Universities. The project needs to show good potential for commercialization and must be at the implementation stage."
vcf-sc,Venture Capital Fund for Scheduled Castes,11,What are the eligible business sectors and mandatory nature of the project being set up to qualify for financing under this scheme?,"The projects or units must be set up in the manufacturing, services, and allied sectors, including start-ups. It is mandatory that the project ensures the creation of assets out of the funds deployed in the unit."
vcf-sc,Venture Capital Fund for Scheduled Castes,12,"If I am a disabled entrepreneur seeking financial assistance, which specific government guidelines will be utilized to determine my official qualification status as disabled?","In the case of disabled entrepreneurs, the qualification guidelines issued by the Department of Divyang Welfare will be followed to determine if they qualify as disabled for the purpose of the fund."
vcf-sc,Venture Capital Fund for Scheduled Castes,13,"Can a newly incorporated Private or Public Limited Company, which succeeded a Proprietary Firm or Limited Liability Partnership, qualify for funding?","Yes, a new company can be eligible if it is a successor entity of a Proprietary Firm, Partnership Firm, One Person Company (OPC), or Limited Liability Partnership. The predecessor entity must have had a sound business model, be in operation for over 6 or 12 months, and have had at least 51% Scheduled Caste shareholding with management control."
vcf-sc,Venture Capital Fund for Scheduled Castes,14,"For companies seeking assistance up to ₹50,00,000/-, what is the mandatory minimum period for which the Scheduled Caste entrepreneurs must have maintained 51% shareholding with management control?","For assistance up to ₹50,00,000/-, the company must have had at least 51% shareholding by Scheduled Caste entrepreneurs with management control for the past 6 months."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,1,What is the purpose of the scheme?,The scheme aims to help farmers to learn about new agricultural techniques through research station visits.
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,2,Who is eligible for the scheme?,"All farmers of the Tamil Nadu State, with special provisions for SC/ST and women farmers eligible for the scheme."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,3,How long is the research station visit?,The visit lasts for 3 days.
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,4,Is there any financial support provided under this scheme?,"Yes, [?]1,12,500/- per batch of 50 farmers shall be provided as financial support."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,5,Are SC/ST farmers given priority?,"Yes, 24% of the farmers selected will be from SC/ST communities."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,6,Is the scheme available for women farmers?,"Yes, 20% of the beneficiaries will be women farmers or women groups."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,7,How is the funding utilized?,"Funding is used to cover travel, lodging, and other expenses during the visit."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,8,What documents are required to apply?,"Farmer ID, proof of identity, land ownership or contract farming proof, caste certificate (for SC/ST farmers), and documents for women groups."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,9,Is there any age limit for the scheme?,"No, there is no specific age limit mentioned."
vcfrsk,Visit of Contract Farming Farmers to the Research Stations in Karnataka,10,How many farmers can participate in one batch?,A batch consisting of 50 farmers can participate.
vcis,Vice Chancellor Internship Scheme,1,What is the duration of the internship?,"Summer internships are 8 weeks long with 15-20 flexible hours per week. Regular internships during the academic session are 8-10 hours per week, with a maximum duration of six months."
vcis,Vice Chancellor Internship Scheme,2,How many interns are selected per session?,"The total proposed number of interns is 200, subject to periodic review and approval."
vcis,Vice Chancellor Internship Scheme,3,What are the working hours for interns?,Summer internships: 15-20 hours per week. Regular internships: 8-10 hours per week.
vcis,Vice Chancellor Internship Scheme,4,Is this internship considered employment?,"No, this internship is not employment nor an assurance of employment with the university."
vcis,Vice Chancellor Internship Scheme,5,What happens if I perform unsatisfactorily during the internship?,Unsatisfactory performance may lead to discontinuation of the internship.
vcis,Vice Chancellor Internship Scheme,6,Can I terminate the internship early?,"Yes, interns can terminate the internship with prior notice."
vcis,Vice Chancellor Internship Scheme,7,Will the university provide accommodation?,"No, interns need to make their own accommodation arrangements."
vcis,Vice Chancellor Internship Scheme,8,What is the selection process?,"Based on assessment and interaction with the selection committee, comprising members nominated by the Vice-Chancellor."
vcis,Vice Chancellor Internship Scheme,9,Where will the selected interns be placed?,"In various departments/centers/institutes, including the Vice Chancellor's Office, Central Reference Library, Examination Branch, etc."
vcis,Vice Chancellor Internship Scheme,10,What kind of tasks will I be doing?,"Tasks include data collection, document streamlining, content creation, research, and community engagement."
vcis,Vice Chancellor Internship Scheme,11,Can I apply if I have already done an internship under VCIS?,"No, a student can avail of VCIS only once during their course of study at the University of Delhi."
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),1,Who implements the Vishist Coaching Scheme?,"The scheme is implemented by the Gujarat Building and Other Construction Worker's Welfare Board, under the Labour, Skill Development & Employment Department, Government of Gujarat."
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),2,What are the benefits of the Scheme?,The scheme covers the reimbursement or payment of both registration fees and coaching/tuition fees for the children of registered construction workers.
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),3,Who is eligible for the Scheme?,Children of construction workers registered with the Gujarat Building and other Construction Workers Welfare Board are eligible for the scheme.
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),4,What career paths are covered under the Scheme?,The scheme aims to support children aspiring to become Chartered Accountants and those preparing for competitive examinations conducted by various commissions and boards in Gujarat.
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),5,Can construction workers apply for the scheme for their children's education in any field?,"No, the scheme specifically supports children aspiring to become Chartered Accountants or those preparing for competitive examinations mentioned in the eligibility criteria."
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),6,What competitive examinations are covered under the scheme?,"Competitive examinations conducted by the Gujarat Public Service Commission, Union Public Service Commission, Gujarat Gaun Seva Selection Board, and Gujarat Panchayat Service Selection Board are covered under the scheme."
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),7,What are the terms and conditions for availing benefits under the Scheme?,The registered construction worker must apply in the prescribed format within the specified time limit.
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),8,When should applications be made under the scheme?,Applications must be submitted within six months of the child's admission in each academic year.
vcsgbocwwb,Vishist Coaching Scheme (GBOCWWB),9,How can construction workers apply for the Vishist Coaching Scheme?,The applicant may visit and apply through the Sanman Portal: https://sanman.gujarat.gov.in/
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,1,Who is eligible to apply for the scheme?,"Applicants must be unemployed and native/permanent residents of Uttarakhand. “Unemployed” means a person not engaged in any business, enterprise, or profession."
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,2,What types of projects are supported under the scheme?,"The scheme supports vehicle-based projects (ordinary bus, taxi, max, electric bus) and non-vehicle projects (hotels, guest houses, fast food centres, yoga/meditation centres, adventure activities, tourist information centres, tented accommodations, souvenir sales centres, bakeries, laundries, terrain bikes, kayaking/boats, museums, trekking equipment rentals, and other innovative tourism projects)."
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,3,Can I propose an innovative tourism project not listed under the scheme?,Yes. Applicants can submit any innovative project based on local attractions and characteristics.
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,4,What financial assistance is available for non-vehicle projects?,"- Hilly areas: 33% of the project cost, maximum ₹33.00 lakh. | - Plain areas: 25% of the project cost, maximum ₹25.00 lakh."
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,5,What financial assistance is available for vehicle projects?,"- Standard vehicles: 25% of the cost, up to ₹10.00 lakh. | - Specific buses/electric buses (pushback 26–28, 30–42 seater, AC/electric buses): 50% of the cost, up to ₹20.00 lakh. | - Maximum 50 buses/electric buses can be supported in a financial year."
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,6,Is there any contribution required from the applicant?,Yes. Applicants must contribute 12.5% of the total project cost as Margin Money.
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,7,Can a defaulter of a bank or financial institution apply?,No. Applicants must not be defaulters of any bank or financial institution.
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,8,How do I apply for the scheme?,Applications are submitted online through the MSY Portal: https://msy.uk.gov.in/.
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,9,How is the application approved?,The committee evaluates the applicant’s proposal and approves suitable applications.
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,10,How is the loan processed?,Approved proposals are sent to the bank branch chosen by the applicant. The bank initiates the loan approval process according to its regulations and prescribed interest rates.
vcsgpsyuk,Veer Chandra Singh Garhwali Paryatan Swarojgar Yojana,11,When is the grant disbursed?,"After project completion, the applicant informs the DTDO. Department officials conduct an inspection, and upon confirmation, the approved grant is released to the applicant’s bank account."
vcy,Valmiki Chhatravritti Yojana,1,What are the benefits under this scheme?,"Full tuition fee coverage up to [?]10,00,000 annually and a monthly sustenance allowance of [?]4,000."
vcy,Valmiki Chhatravritti Yojana,2,Who can apply for this scheme?,Orphaned and differently-abled students who are residents of Jharkhand and meet the eligibility criteria.
vcy,Valmiki Chhatravritti Yojana,3,Is there an age limit to apply?,"Yes, the applicant's age should not exceed 40 years."
vcy,Valmiki Chhatravritti Yojana,4,Can students enrolled outside Jharkhand apply?,"Yes, if the institution is ranked within the top 200 (NIRF) or holds NAAC accreditation."
vcy,Valmiki Chhatravritti Yojana,5,How is the tuition fee disbursed?,Directly to the educational institution.
vcy,Valmiki Chhatravritti Yojana,6,Can students receiving benefits from other schemes apply?,"No, this scheme is not applicable to those already availing similar benefits."
vcy,Valmiki Chhatravritti Yojana,7,What happens if a student fails to get promoted to the next academic year?,The scholarship benefits will be discontinued.
vcy,Valmiki Chhatravritti Yojana,8,Is renewal required each year?,"Yes, renewal is mandatory, based on academic promotion and submission of the previous year's mark sheet."
vcy,Valmiki Chhatravritti Yojana,9,Are hostel or mess fees covered under the scheme?,"No, the scheme covers only tuition fees."
vcy,Valmiki Chhatravritti Yojana,10,How are grievances addressed?,Through the online portal with monitoring by the Directorate of Higher Education and Social Security.
vcy,Valmiki Chhatravritti Yojana,11,What penalties exist for submitting false information?,Disqualification from the scheme and recovery of benefits with 12% compound interest.
vdaps,Very Dense Apple Plantation Scheme,1,Who can apply for this scheme?,Applicants must be residents of Uttarakhand and own suitable land for apple plantation.
vdaps,Very Dense Apple Plantation Scheme,2,What types of apple varieties are covered under the scheme?,"The scheme covers the latest high-yielding apple varieties, including M-9, MM-111, and seedlings."
vdaps,Very Dense Apple Plantation Scheme,3,What is the subsidy provided under the scheme?,"A 60% subsidy is provided on saplings: 900 saplings per acre (₹12.36 lakh) for M-9, 540 saplings per acre (₹7.86 lakh) for MM-111, and 440 saplings per acre (₹3.34 lakh) for seedlings."
vdaps,Very Dense Apple Plantation Scheme,4,How is the subsidy calculated?,The subsidy is calculated on a pro-rata basis according to the number of very dense apple orchards and saplings established by the applicant.
vdaps,Very Dense Apple Plantation Scheme,5,What is the minimum and maximum area eligible for plantation?,"The minimum area is 2 Nali (0.04 ha), and the maximum area is 100 Nali (2 ha) per beneficiary or group."
vdaps,Very Dense Apple Plantation Scheme,6,How are beneficiaries selected?,"Beneficiaries are selected on a first-come, first-served basis."
vdaps,Very Dense Apple Plantation Scheme,7,Where should applications be submitted?,Applications must be submitted to the officers or staff at the Horticulture Mobile Squad Centres.
vdaps,Very Dense Apple Plantation Scheme,8,How is the applicant informed about approval?,The district officer sends an approval letter to the beneficiary and informs them via phone.
vdcmip,Viksit Delhi CM Internship Programme,1,Is this scheme available for all Indian citizens?,"No, this scheme is for individuals pursuing graduation/post-graduation who are enrolled in the electoral roll of Delhi or have residential proof of Delhi."
vdcmip,Viksit Delhi CM Internship Programme,2,What is the primary goal of this internship programme?,"The programme aims to engage young interns to harness their energy and innovative ideas, which will be implemented in policy and decision-making to make Delhi a smart, clean, caring, and prosperous metropolis."
vdcmip,Viksit Delhi CM Internship Programme,3,When does the internship period begin and end?,"The internship period starts on June 30, 2025, and ends on September 28, 2025, lasting for 89 days (approximately 3 months)."
vdcmip,Viksit Delhi CM Internship Programme,4,How many candidates will be selected for the internship?,"Initially, 300 candidates will be selected through a prelim/online screening test, and then 150 candidates will be finalised after the boot camp."
vdcmip,Viksit Delhi CM Internship Programme,5,What is the first step in the selection process?,The first step is a prelim/online screening test for candidates.
vdcmip,Viksit Delhi CM Internship Programme,6,What happens after the prelim/online screening test?,The 300 candidates selected through the prelim/online screening test will be allowed to attend a boot camp.
vdcmip,Viksit Delhi CM Internship Programme,7,When is the boot camp scheduled to be held?,"The boot camp will be held on July 23, 2025."
vdcmip,Viksit Delhi CM Internship Programme,8,What should I bring to the boot camp?,Initially screened candidates are required to bring their original certificates for verification.
vdcmip,Viksit Delhi CM Internship Programme,9,How will the final 150 candidates be selected during the boot camp?,The final 150 interns will be finalised based on their performance in essay writing during the boot camp.
vdcmip,Viksit Delhi CM Internship Programme,10,When will the preliminary screening results be declared?,"The preliminary/screening results will be declared on July 21, 2025."
vdcmip,Viksit Delhi CM Internship Programme,11,What is the age limit for applicants to this internship programme?,Candidates must be in the age range of 18 and 30 years as of the date of application.
vdcmip,Viksit Delhi CM Internship Programme,12,What documents are required to be uploaded during registration?,"A copy of your student ID card, residence proof, 12th marks certificate, and 10th certificate for verification of age are to be uploaded during registration."
vdcmip,Viksit Delhi CM Internship Programme,13,When does the registration for the scheme begin and end?,"Registration will start on June 30, 2025, and end on July 10, 2025, at 11:59 P.M. sharp."
vdcmip,Viksit Delhi CM Internship Programme,14,Can I apply multiple times for this internship?,"No, a candidate can apply/register only one time."
vdcmip,Viksit Delhi CM Internship Programme,15,Is it important to stay logged in until the exam is complete?,"Yes, do not log out of the portal before completing the exam."
vdcmip,Viksit Delhi CM Internship Programme,16,Will interns receive a certificate upon successful completion of the programme?,"Yes, interns who successfully complete the programme will receive a certificate signed by the concerned Head of the Department/Authorised signatory."
vdcmip,Viksit Delhi CM Internship Programme,17,Is the use of AI tools allowed for the application or essay writing?,"No, the use of AI is not allowed, and candidates are advised not to cut/copy and paste."
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,1,What is Vikaas Day care scheme?,Vikaas scheme aims at setting up Vikaas Centres for welfare of PwDs.
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,2,Which department has launched this scheme?,Vikaas Day Care Scheme was launched by the Department of Empowerment of Persons with Disabilities.
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,3,What are the main benefits of this scheme?,"Vikaas Centre/Registered Organization(RO) should provide facilities to the PwD like day care,staffing, infrastructure,assessment and evaluation etc."
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,4,From where the PwD can get the facilities?,PwD can avail the benefits from Vikaas Centre or Registered Organisation.
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,5,What is the main purpose of the scheme?,"This is a day care scheme, primarily for enhancing interpersonal and vocational skills of the children."
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,6,How this scheme is also beneficial to the family of the PwD?,This scheme also helps in supporting family members of the PwDs to get some time during the day to fulfil other responsibilities.
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,7,Who will be covered under this scheme?,"Person with Disability (PwD) who has attained 10 years or more age ,will be covered under this scheme."
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,8,What is the enrolment process of the of PwD at the Vikaas Centre?,Parent/legal guardian of the PwD have to come together at the Vikaas Centre.Then the centre will conduct a PwD Assessment Test with the help of a Therapist or Counsellor.
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,9,What are the documents required for the enrolment?,- Enrolment form. | - Birth certificate or Date of Birth proof of the PwD. | - Disability certificate. | - BPL certificate or Income certificate of Parents or Guardian issued by competent authority as authorized by the concerned State/ Union Territory (for LIG or BPL family). | - ID proof of parent or guardian. | - Residence (Local) proof (Mandatory in case of LIG parent or guardian for parents of PwD availing transport facility). | - Declaration proof of the guardianship if PwD 18 years of age and parents are not the guardians.
vdcspds,Vikaas-Day Care Scheme For Person with Disability Children,10,May the beneficiary also get the benefits of other scheme?,PwD should not be simultaneously enrolled under Samarth or Gharaunda scheme.
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,1,What is this scheme about ?,"Chhattisgarh state Government started a scheme ""Vishvakarma Durghatana Mrtyu Par Antyeshti Evan Anugrah Raashi Bhugataan Yojana"" for labor workers."
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,2,What are the benefits?,Financial assistance will be provided.
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,3,How much financial assistance will be provided under accidental death?,"In the case of accidental death: [?] 1,00,00/- and Funeral assistance of [?] 5,000/-"
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,4,How much financial assistance will be provided under normal death?,"In the case of normal death [?] 25,000/- and Funeral assistance of [?] 5,000/-"
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,5,How much financial assistance will be provided under permanent disability?,"In case of permanent disability: [?] 75,000/-"
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,6,What is the eligible age to get the benefits?,Age should be between 18 to 60 years.
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,7,Do construction workers have to register themselves?,The construction worker should be registered as a beneficiary under Section 12 of the Act.
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,8,What documents are required?,- Death certificate. | - Hospital Certificate. | - Police FIR copy. | - Bank passbook photo copy.
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,9,How to apply for the scheme?,The application under the scheme will have to be submitted within the time limit in any choice center or labor office of the concerned area..
vdrry,Vishvakarma Durghatana Mrtyu par Antyeshti Evan Anugrah Raashi Bhugataan Yojana,10,Is there any time limit to apply?,"In case of normal death/accidental death/permanent disability, the application will be accepted for one year from the date of death/ accident."
vds,Vegetable Development Scheme,1,What is the objective of the scheme?,"The objective of the scheme is to promote vegetable production through HYV seeds/ Hybrids/ Improved/Open Pollinated seedlings, including assistance to farmers."
vds,Vegetable Development Scheme,2,Which department has launched this scheme?,"Department Of Agriculture & Farmers' Welfare, Government of Meghalaya has launched this scheme."
vds,Vegetable Development Scheme,3,Who is eligible to apply under this scheme?,The bonafide small and marginal farmers are eligible to apply under the scheme.
vds,Vegetable Development Scheme,4,What is the type of assistance/service?,"(i)The Scheme assists in providing hybrid, HYV, and OP quality vegetable seed, etc. to farmers at a subsidized rate. | (ii) Providing poly houses to farmers for the production of off-season and high-value vegetables under protected cultivation | (iii) To assist farmers in trellis making for squash and other creeper vegetables with locally available materials like bamboo wood etc."
vds,Vegetable Development Scheme,5,What is the pattern of assistance?,"I) 50% sale subsidy of hybrid, HYV and OP quality vegetable seeds, tools & implements. | ii) 100% assistance for 100sqm per unit area of poly house. | iii) 100% assistance limited to 200 sqm per beneficiary in trellis making."
vds,Vegetable Development Scheme,6,How to avail the benefits of the scheme?,The bonafide farmers can apply in plain paper through the nearest Horticulture Development Officer of a CD Block/ Horticulture Circle.
vds,Vegetable Development Scheme,7,What is the beneficiaries’ selection procedure?,The beneficiaries will be selected on a first come first served basis.
vds,Vegetable Development Scheme,8,Whom can I contact in case of any queries or need for clarification?,- District Horticulture Officer | - Horticulture Development Officer
vdy,Vahli Dikri Yojana,1,What is the financial assistance provided by the scheme?,"The scheme provides financial assistance of Rs. 1 lakh to families with one or two girl children. This assistance is provided in three instalments, with Rs. 4,000 provided at the time of admission to Class 1, Rs. 6,000 provided at the time of admission to Class 9, and the remaining amount of Rs. 1 lakh provided when the girl child completes 18 years of age."
vdy,Vahli Dikri Yojana,2,Can the financial assistance be used for any purpose?,"The financial assistance provided by the scheme is intended to be used for the education and welfare of the girl child. However, the government of Gujarat does not impose any restrictions on how the funds are used by the family."
vdy,Vahli Dikri Yojana,3,Is the financial assistance available for all girl children in the family?,"No, the financial assistance provided by the scheme is available only for families with one or two girl children. Families with more than two girl children are not eligible for the scheme."
vdy,Vahli Dikri Yojana,4,Are families with higher income eligible for the scheme?,"No, families with an annual income of more than Rs. 2 lakh per annum are not eligible for the scheme."
vdy,Vahli Dikri Yojana,5,What happens if the girl child drops out of school?,"The financial assistance provided by the scheme is intended to encourage families to educate their girl children. If the girl child drops out of school, the remaining financial assistance may not be provided by the government."
vdy,Vahli Dikri Yojana,6,Are families with more than two girl children eligible for the scheme?,"No, families with more than two girl children are not eligible for the scheme. The scheme is available only for families with one or two girl children."
vdy,Vahli Dikri Yojana,7,Is the scheme available for families with boy children?,"No, the scheme is available only for families with girl children. The aim of the scheme is to promote the education and welfare of girl children."
vdy,Vahli Dikri Yojana,8,What is the age limit for the girl child to be eligible for the scheme?,The financial assistance provided by the scheme is available only for girl children born after the launch of the scheme on 2nd August 2019.
vdy,Vahli Dikri Yojana,9,Is the scheme available for families residing outside Gujarat?,"No, the scheme is available only for families residing in the state of Gujarat."
vdy,Vahli Dikri Yojana,10,Are families with higher income eligible for the scheme?,"No, families with an annual income of more than Rs. 2 lakh per annum are not eligible for the scheme. The aim of the scheme is to benefit families with limited financial resources who may struggle to provide for the education and welfare of their girl child."
vdy,Vahli Dikri Yojana,11,How can I apply for the scheme?,You can apply for the scheme by visiting the official website of the Women and Child Development Department of the Government of Gujarat or by visiting the relevant authorities in your district.
vdy,Vahli Dikri Yojana,12,What documents do I need to submit with my application?,"You will need to submit documents such as birth certificates, income certificates, and other relevant documents as required by the government of Gujarat."
vdy,Vahli Dikri Yojana,13,Can I apply for the scheme if I do not have a bank account?,"No, it is mandatory for the applicant to have a bank account in the name of the girl child to receive the financial assistance provided by the scheme."
vdy,Vahli Dikri Yojana,14,Is there any fee for applying to the scheme?,"No, there is no fee for applying to the scheme. The scheme is provided free of cost to eligible families."
vdy,Vahli Dikri Yojana,15,What is the duration of the application process?,The duration of the application process may vary based on the volume of applications received by the government of Gujarat. It is recommended that families keep themselves updated with the latest information on the scheme by visiting the official website of the Women and Child Development Department of the Government of Gujarat or by contacting the relevant authorities.
vea,Vegetable Area Expansion,1,Who is eligible for the scheme?,Farmers who own or lease land (up to 2 hectares) and possess a valid Udhyan card are eligible.
vea,Vegetable Area Expansion,2,What type of support is provided under the scheme?,Eligible farmers receive seasonal vegetable seeds at a 50% subsidy to encourage vegetable cultivation.
vea,Vegetable Area Expansion,3,How can farmers apply for the scheme?,Application forms can be obtained from the Horticulture Mobile Squad Centre or downloaded from the department’s website.
vea,Vegetable Area Expansion,4,When should farmers submit applications?,"For winter planting, applications must be submitted in September–October. For rainy season planting, applications must be submitted in April–June."
vea,Vegetable Area Expansion,5,How are proposals for centrally funded schemes processed?,"After submission, proposals are sent from the Horticulture Mobile Squad Centre to the district level, then to the state level, and finally to the Government of India for approval. Once approved, targets are communicated back to the districts via the Directorate."
